"","half_of_time_with_data","uses_biodiversity_data","produces_biodiversity_data","manages_biodiversity_data","EOVs","EBVs","emodnet","obis","gbif","national_repos","project_repos","geological","biological","socioeconomic","acoustic","fishery","satellite","pollution","physical","chemical","numeric","visual","reporting","spatial_planning","eia","conservation","policy_eval","policymaking","scientific_research","communication","education","decision_making","protected_area_mgmt","indicator_dev","product_dev","maps","scenarios","models","graphs","tools_integrate_data","other","access","data_gettinghold","technical","data_timing","data_cost","data_consistency","lack_metadata","data_interoperable","data_interpretation","affiliation","area_of_work","region","ecosystem","marine_ecosystem","freshwater_ecosystem","coastal_ecosystem","encourage_data_use","data_literacy_binary"
"281",1,2,2,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,"National governmental institution","Academia, research and education","Latin America & Caribbean","Marine,Coastal",1,0,1,1,1
"282",1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,"Local or regional governmental institution","Conservation and environmental management","Southern Europe","Freshwater",0,1,0,0,0
"283",1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,"National governmental institution","Academia, research and education","Western Europe","Marine,Coastal",1,0,1,1,0
"284",1,2,2,1,1,1,2,2,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,1,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,"Other","Conservation and environmental management","Southern Europe","Marine",1,0,0,1,0
"285",1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,2,"Nongovernmental organization (NGO)","Conservation and environmental management","Other","Freshwater,Terrestrial",0,1,0,1,0
"286",1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,1,1,2,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,"University","Academia, research and education","Western Europe","Marine,Coastal",1,0,1,1,0
"287",2,2,1,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,"Nongovernmental organization (NGO)","Academia, research and education","Western Asia","Marine,Coastal",1,0,1,1,1
"288",1,1,2,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,"Business and Industry","Conservation and environmental management","Southern Europe","Marine,Coastal,Freshwater",1,1,1,1,1
"289",1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,2,1,2,1,1,1,1,1,2,1,1,1,2,"Nongovernmental organization (NGO)","Conservation and environmental management","Western Europe","Marine,Coastal,Freshwater",1,1,1,1,0
"290",2,1,1,2,1,1,2,1,1,2,2,1,2,1,1,2,1,1,1,1,2,1,2,2,2,1,2,2,1,2,1,2,1,2,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,1,"Other","Management and administration","Northern Europe","Marine,Coastal",1,0,1,1,1
"291",1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,"Nongovernmental organization (NGO)","Law, policy and decision-making","Western Europe","Freshwater,Terrestrial",0,1,0,1,1
"292",1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,"Nongovernmental organization (NGO)","Conservation and environmental management","Western Europe","Freshwater,Terrestrial",0,1,0,0,0
"293",1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,2,2,1,2,2,1,1,2,1,"Other academic research institution","Academia, research and education","Southern Europe","Marine,Coastal",1,0,1,1,0
"294",2,2,1,2,1,2,1,1,2,1,1,1,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,"University","Data management","Northern Europe","Coastal,Freshwater,Terrestrial",0,1,1,1,1
"295",1,2,2,1,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,2,2,2,1,2,"Nongovernmental organization (NGO)","Conservation and environmental management","Other","Marine,Coastal,Terrestrial",1,0,1,1,0
"296",1,2,2,2,2,2,1,1,1,2,2,1,2,2,1,1,2,1,1,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,2,2,1,"University","Conservation and environmental management","Southern Europe","Marine,Coastal",1,0,1,1,1
"297",1,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,"University","Academia, research and education","Western Europe","Marine,Coastal",1,0,1,1,1
"298",1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,"National governmental institution","Management and administration","Other","None of these",0,0,0,1,0
"299",2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,2,2,2,"Nongovernmental organization (NGO)","Academia, research and education","Western Europe","Marine",1,0,0,1,1
"300",2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,1,2,1,2,2,1,1,2,1,2,1,2,2,1,2,1,2,2,2,1,2,1,1,1,2,1,2,1,2,"University","Academia, research and education","Asia","Marine,Coastal",1,0,1,1,1
"301",1,2,2,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,"Other academic research institution","Academia, research and education","Western Europe","Freshwater,Terrestrial",0,1,0,1,1
"302",2,1,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1,"Other academic research institution","Academia, research and education","Southern Europe","Marine,Coastal",1,0,1,1,0
"303",2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,"University","Academia, research and education","Southern Europe","Marine",1,0,0,0,1
"304",2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1,2,1,1,"University","Academia, research and education","Southern Europe","Marine",1,0,0,1,1
"305",2,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,"Other academic research institution","Academia, research and education","Southern Europe","Marine",1,0,0,1,1
"306",1,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,"Other academic research institution","Academia, research and education","Southern Europe","Marine,Coastal,Freshwater,Terrestrial",1,1,1,0,1
"307",2,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,"Other","Conservation and environmental management","Asia","Marine",1,0,0,1,1
"308",1,2,2,2,1,2,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,2,1,1,1,2,2,2,2,"National governmental institution","Academia, research and education","Western Europe","Terrestrial",0,0,0,1,0
"309",1,2,2,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,"University","Academia, research and education","Western Europe","Terrestrial",0,0,0,1,1
"310",1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,"National governmental institution","Academia, research and education","Western Europe","Marine",1,0,0,1,0
"311",2,2,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,2,"University","Conservation and environmental management","Southern Europe","Freshwater",0,1,0,0,1
"312",1,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,"University","Academia, research and education","Southern Europe","Marine",1,0,0,0,0
"313",1,2,1,1,2,2,2,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,"Other academic research institution","Academia, research and education","Western Europe","Marine,Coastal",1,0,1,0,0
"314",1,2,1,1,1,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,"Nongovernmental organization (NGO)","Law, policy and decision-making","Western Europe","Marine,Coastal",1,0,1,1,1
"315",1,2,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,"International organization","Data management","Western Europe","Marine,Coastal",1,0,1,1,1
"316",1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,"University","Academia, research and education","Southern Europe","Marine,Coastal,Freshwater",1,1,1,1,0
"317",2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,"University","Academia, research and education","Southern Europe","Marine,Coastal,None of these",1,0,1,0,1
"318",1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,"Other academic research institution","Conservation and environmental management","Southern Europe","Marine,Coastal",1,0,1,0,1
"319",2,2,2,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,"Other academic research institution","Academia, research and education","Southern Europe","Coastal",0,0,1,1,1
"320",2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,"Other academic research institution","Academia, research and education","Southern Europe","Marine",1,0,0,1,1
"321",1,1,1,2,2,2,2,1,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,1,1,2,1,2,1,1,1,"European Union and its agencies","Law, policy and decision-making","Western Europe","Marine,Coastal",1,0,1,0,1
"322",1,2,2,2,1,2,1,1,2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,"University","Academia, research and education","Western Europe","Marine,Freshwater,Terrestrial",1,1,0,0,1
"323",1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,"Other","Academia, research and education","Southern Europe","Marine",1,0,0,1,0
"324",2,2,1,2,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,1,2,2,1,1,2,1,2,2,2,"Other academic research institution","Academia, research and education","Southern Europe","Coastal,Terrestrial",0,0,1,1,1
"325",1,2,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,"National governmental institution","Academia, research and education","Southern Europe","Freshwater",0,1,0,1,1
"326",1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,"National governmental institution","Academia, research and education","Southern Europe","Marine,Coastal,Freshwater",1,1,1,1,0
"327",1,2,2,2,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,2,2,"University","Academia, research and education","Latin America & Caribbean","Marine,Coastal",1,0,1,0,0
"328",1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,2,1,1,1,1,2,2,1,2,2,1,1,2,1,2,2,1,2,2,2,"National governmental institution","Academia, research and education","Southern Europe","Marine,Coastal",1,0,1,1,0
"329",1,2,1,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,"Other academic research institution","Conservation and environmental management","Southern Europe","Marine,Coastal",1,0,1,1,0
"330",2,2,1,2,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,"Other academic research institution","Data management","Southern Europe","Marine,Coastal,Freshwater,Terrestrial",1,1,1,1,1
"331",2,2,2,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,1,2,1,1,1,"Other","Conservation and environmental management","Southern Europe","Marine,Coastal",1,0,1,1,1
"332",1,1,2,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,"Other","Academia, research and education","Western Europe","Marine",1,0,0,1,0
"333",1,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,"Other academic research institution","Academia, research and education","Southern Europe","Marine,Coastal",1,0,1,1,0
"334",1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,"Other academic research institution","Academia, research and education","Southern Europe","Marine",1,0,0,0,1
"335",2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,1,1,1,"Nongovernmental organization (NGO)","Data management","Western Europe","Marine",1,0,0,1,0
"336",2,2,2,1,1,2,1,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,2,2,"University","Conservation and environmental management","Asia","Marine",1,0,0,1,1
"337",2,2,2,1,2,2,1,1,1,2,2,1,2,1,2,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,2,1,2,1,2,2,1,1,1,1,1,2,1,"University","Academia, research and education","Northern America","Marine",1,0,0,1,1
"338",1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,2,1,1,1,2,2,1,2,1,1,2,2,1,1,1,2,1,2,2,"Other","Law, policy and decision-making","Southern Europe","Marine,Freshwater,Terrestrial",1,1,0,0,0
"339",1,2,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,1,2,2,1,1,2,1,1,2,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,2,1,2,2,1,2,"University","Conservation and environmental management","Western Europe","Marine,Coastal",1,0,1,1,1
"340",1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,1,"Other academic research institution","Academia, research and education","Southern Europe","Marine",1,0,0,1,0
"341",1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,2,2,1,2,1,1,1,"Nongovernmental organization (NGO)","Conservation and environmental management","Southern Europe","Freshwater",0,1,0,1,1
"342",2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,1,"University","Academia, research and education","Northern Europe","Marine,Coastal",1,0,1,1,1
"343",1,2,1,1,2,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,1,1,1,2,2,1,2,1,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,2,2,2,1,"Nongovernmental organization (NGO)","Law, policy and decision-making","Southern Europe","Marine,Coastal",1,0,1,0,0
"344",1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,"National governmental institution","Academia, research and education","Southern Europe","Freshwater",0,1,0,1,0
"345",1,2,1,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,1,1,1,2,2,2,1,2,1,1,2,2,1,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,"Nongovernmental organization (NGO)","Conservation and environmental management","Southern Europe","Marine,Coastal",1,0,1,1,1
"346",2,2,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,"University","Academia, research and education","Southern Europe","Marine,Terrestrial",1,0,0,1,0
"347",1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,"Other","Conservation and environmental management","Western Europe","Marine,Coastal",1,0,1,1,0
"348",1,2,1,2,2,2,1,2,2,2,2,1,2,1,1,2,2,1,2,2,2,1,2,1,1,2,2,2,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,2,2,"National governmental institution","Conservation and environmental management","Western Europe","Marine,Coastal",1,0,1,1,0
"349",1,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,"National governmental institution","Data management","Western Europe","Marine,Coastal",1,0,1,1,1
"350",1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,2,2,1,"University","Academia, research and education","Northern Europe","Marine,Coastal",1,0,1,1,1
"351",1,2,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,1,2,1,1,2,1,2,2,1,1,"University","Academia, research and education","Western Europe","Freshwater",0,1,0,1,0
"352",1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,"National governmental institution","Conservation and environmental management","Western Europe","Terrestrial",0,0,0,0,1
"353",1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,2,2,1,1,2,"Nongovernmental organization (NGO)","Conservation and environmental management","Southern Europe","Marine,Coastal",1,0,1,1,0
"354",1,2,1,2,1,2,1,2,2,2,2,1,2,2,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,1,1,1,2,1,1,2,1,2,1,"International organization","Conservation and environmental management","Northern Europe","Marine,Coastal,Freshwater,Terrestrial",1,1,1,1,0
"355",2,2,2,2,1,1,1,1,1,2,2,1,2,1,2,2,1,2,2,1,1,2,2,1,2,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,"Nongovernmental organization (NGO)","Conservation and environmental management","Other","Marine,Coastal",1,0,1,1,0
"356",1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,"Other","Other","Western Europe","Freshwater,Terrestrial",0,1,0,1,1
"357",1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,1,1,1,2,2,"University","Academia, research and education","Western Europe","Terrestrial",0,0,0,0,1
"358",1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,2,"Other academic research institution","Academia, research and education","Western Europe","Freshwater,Terrestrial",0,1,0,1,0
"359",1,2,2,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,2,2,1,1,"University","Academia, research and education","Western Europe","Terrestrial",0,0,0,0,1
"360",1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,"International organization","Law, policy and decision-making","Northern Europe","Marine,Coastal",1,0,1,1,1
"361",1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,"Local or regional governmental institution","Other","Western Europe","Freshwater,Terrestrial",0,1,0,1,0
"362",2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,2,2,1,1,2,2,1,2,2,2,1,1,1,2,2,1,1,2,2,1,1,1,"National governmental institution","Data management","Western Europe","Terrestrial",0,0,0,1,1
"363",2,2,1,1,2,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,"Other academic research institution","Academia, research and education","Southern Europe","Marine,Coastal,Freshwater",1,1,1,1,1
"364",1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,"Business and Industry","Other","Western Europe","Terrestrial",0,0,0,0,0
"365",2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,2,"Other academic research institution","Academia, research and education","Southern Europe","Terrestrial",0,0,0,1,0
"366",1,2,2,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,1,2,1,"University","Academia, research and education","Northern Europe","Coastal",0,0,1,1,0
"367",1,2,1,1,2,2,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,"Nongovernmental organization (NGO)","Conservation and environmental management","Northern Europe","Marine,Coastal",1,0,1,1,0
"368",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,"University","Academia, research and education","Western Europe","Terrestrial",0,0,0,0,1
"369",1,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,2,1,2,1,2,2,"University","Academia, research and education","Western Europe","Freshwater",0,1,0,1,1
"370",1,2,2,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,2,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,"Other academic research institution","Academia, research and education","Southern Europe","Terrestrial",0,0,0,0,1
"371",1,2,2,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,"Other academic research institution","Academia, research and education","Northern Europe","Marine",1,0,0,1,0
"372",1,1,2,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,"Nongovernmental organization (NGO)","Conservation and environmental management","Western Europe","Marine,Coastal,Freshwater,Terrestrial",1,1,1,1,0
"373",1,2,1,1,1,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2,2,1,1,1,2,"National governmental institution","Conservation and environmental management","Eastern Europe","Marine",1,0,0,1,0
"374",1,2,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,2,2,1,1,1,1,1,2,1,"Nongovernmental organization (NGO)","Other","Africa","Marine,Coastal,Freshwater,Terrestrial",1,1,1,1,1
